,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,category
937,2016-11-26T15:01:33.000Z,Виталий Реуцкий,@rvunTrib,Путин поздравил фонд «Подари жизнь» с 10-летием,0,0,0,новости о фонде
938,2016-11-26T14:29:58.000Z,Vaserman,@AleksVaserman,Благотворительный фонд «Подари жизнь» отмечает 10-летие. Поздравление Президента http://ln.is/4TMMB by #salty_1970 via @c0nvey,0,0,0,новости о фонде
939,2016-11-26T14:25:13.000Z,АНДРЕЙ РЫЖИХ,@aryjikh,Благотворительный фонд «Подари жизнь» отмечает 10-летие. Поздравление... http://ln.is/X8A0j by #KremlinRussia via @c0nvey,0,0,0,новости о фонде
940,2016-11-26T14:23:13.000Z,светлана,@131omelia,Благотворительный фонд «Подари жизнь» отмечает 10-летие. Поздравление Президента http://ln.is/hDC3V by #salty_1970 via @c0nvey,0,0,0,новости о фонде
941,2016-11-22T15:55:04.000Z,Tviz,@Tviztv,"На «Первом канале» в эту субботу -  большой, сердечный праздничный вечер -  Благотворительный фонд ""Подари жизнь""... http://fb.me/1gtiC5XMo",0,0,0,новости о фонде
942,2016-11-22T15:50:03.000Z,dk7707d,@dk7707d,Благотворительный фонд Чулпан Хаматовой и Дины Корзун «Подари жизнь» проводит традиционную благотворительную акцию для детей. Специально к…,0,0,0,новости о фонде
943,2016-11-21T10:10:45.000Z,ТВ Центр,@tvc_ru,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение Вани Орлова http://ru.1001hls.com/r5330845",0,0,0,просьба пожертвования
944,2016-11-21T09:45:20.000Z,TVC News,@tvcplus,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение Вани Орлова. http://tvc.ru/news/show/id/104970…",0,1,0,просьба пожертвования
945,2016-11-21T09:40:05.000Z,Новости на Zoomby.ru,@Zoombyru_News,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение Вани Орлова http://zoomby.ru/watch/fond-podari-zhizn-i-tv-centr-sobirayut-sredstva-na-lechenie-vani-orlova?utm_source=twitter&utm_medium=link…",0,0,0,просьба пожертвования
946,2016-11-21T09:35:31.000Z,Fedor86rus,@fedor_86rus,"отдайте деньги лучше в фонд ""Подари жизнь"". Нечего поддерживать изовравшихся чиновников враждебной организации...",0,0,0,упоминание в хорошем контексте
947,2016-11-21T04:50:44.000Z,BOEV,@badboev,"Иногда хочется пойти в фонд ""Подари жизнь"" и сказать: ""Забирайте!"", но кому оно там такое надо.",0,33,171,упоминание в хорошем контексте
948,2016-11-20T14:38:03.000Z,Zalim Balkizov,@zalimbalkizov,"Фонд ""Подари жизнь"" предлагает присоединиться к ""Безумному чаепитию""

Благотворительный фонд ""Подари жизнь"" 26... http://fb.me/7KIDYWs6B",0,0,0,новости о фонде
949,2016-11-20T12:32:16.000Z,Margaret Robinsonа,@avanokezulin,"Фонд ""Подари жизнь"" предлагает присоединиться к ""Безумному...",0,0,0,новости о фонде
950,2016-11-15T08:10:00.000Z,Елена Иванова,@Elena81985,"Чтобы сделать пожертвование в Фонд ""Подари жизнь!"" с карты Сбербанка отправьте смс на номер 900 с текстом
ПОДАРИЖИЗНЬ 100
Где 100 сумма",0,0,0,упоминание в хорошем контексте
951,2016-11-14T14:17:10.000Z,Melon Rich,@Melon_Rich,"Фонд «Подари жизнь», «Азбука Вкуса» и российские звезды вновь украсят елки в помощь детям",0,0,0,упоминание в хорошем контексте
952,2016-11-13T23:00:26.000Z,Новости Хабаровска,@HabTV_news,"Хабаровчане собрали более миллиона в помощь детям с онкозаболеваниями /  / Фонд ""Подари жизнь!"" и С.. http://vk.cc/5PZjiL",0,0,0,новости о фонде
953,2016-11-12T12:29:48.000Z,a_doni,@a_doni1,"Друзья, 26 ноября фонд ""Подари жизнь"" организует акцию ""Безумное чаепитие"". Я в Artimex прочитаю в связи с этим... http://fb.me/6JrpKDSRh",0,0,0,новости о фонде
954,2016-11-12T10:23:14.000Z,ЛЮБОВЬ КОЙНОВА,@3UL07zXB9dyTweD,@podarizhizn Благотворительный фонд «Подари жизнь»,0,0,0,новости о фонде
955,2016-11-11T11:00:49.000Z,Mary Perezа,@Muzdonnaqodey11,"""Безумное чаепитие"" Фонд ""Подари Жизнь"" приглашает на...",0,0,0,новости о фонде
956,2016-11-11T09:46:49.000Z,Hamleys.Russia,@hamleys_russia,В преддверии Нового года благотворительный фонд «Подари жизнь» и легендарный магазин игрушек «Мир Hamleys на... http://fb.me/90uJ2IPG6,0,0,0,новости о фонде
957,2016-11-10T13:00:07.000Z,Mary Perezа,@Muzdonnaqodey11,"Фонд ""Подари жизнь"" приглашает на благотворительную акцию...",0,0,0,новости о фонде
958,2016-11-10T12:10:40.000Z,Алексей Ефимов,@povialim,"Фонд ""Подари жизнь"" приглашает на благотворительную акцию ""Безумное чаепитие""",0,0,0,новости о фонде
959,2016-10-30T10:16:12.000Z,Виталий Матросов,@vit_matrosov,"Тренинг ""Управление конфликтом"" @ Семинар ""Благотворительность против рака"" @ Фонд ""Подари жизнь"" @ Москва",0,0,0,новости о фонде
960,2016-10-25T07:52:13.000Z,Марцева Милана,@kp_milana,"На субботнике в фонде ""Подари жизнь""
#субботник#фондподарижизнь#благотоворительность#добро# https://instagram.com/p/BL-mpWfBake/",0,0,0,новости о фонде
961,2016-10-20T21:51:02.000Z,Евгения Малеваная,@EjonokEvgenia,благотворительный фонд подари жизнь презентация http://amnagarments.com/layouts/board/blagotvoritelnyy-fond-podari-zhizn-prezentaciya-ce.html…,0,0,0,новости о фонде
962,2016-10-20T08:31:43.000Z,Новости Улан-Удэ,@UlanUde_Novosti,Фонд «Подари мне жизнь»  вручил подарки осужденной для родившегося ребенка http://ift.tt/2eU5nAL,0,0,0,новости о фонде
963,2016-10-20T08:11:19.000Z,Новости России,@Russia_all_News,Фонд «Подари мне жизнь» вручил подарки осужденной для родившегося ребенка https://goo.gl/fb/j93O5h #Бурятия #Улан-Удэ,0,0,0,новости о фонде
964,2016-10-19T20:32:55.000Z,"oh, (H)annah",@__Elbereth__,"Кружка из-под кофе с молоком недельной давности на столе.
Фонд ""Подари жизнь""",0,0,0,упоминание в хорошем контексте
965,2016-10-17T19:07:32.000Z,dokb@dokb-orel.ru,@ClinicOrel,"фонд ""Подари жизнь"" передал в дар лаборатории НКМЦ автоматический анализатор лекарственного мониторинга Viva-E (Siemens)",0,1,0,новости о фонде
966,2016-10-10T11:10:14.000Z,ТВ Центр,@tvc_ru,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение Серёжи Сухорукова http://ru.1001hls.com/r5248350",0,0,0,просьба пожертвования
967,2016-10-10T09:40:09.000Z,Новости на Zoomby.ru,@Zoombyru_News,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение Серёжи Сухорукова http://zoomby.ru/watch/fond-podari-zhizn-i-tv-centr-sobirayut-sredstva-na-lechenie-serezhi-suhorukova?utm_source=twitter&utm_medium=link…",0,0,0,просьба пожертвования
968,2016-10-01T08:00:57.000Z,Gift of Life,@Giftoflifefund,"HAPPY BIRTHDAY, CHULPAN! Today is the birthday of famous actress, mother of three and Фонд Подари жизнь... http://fb.me/SofWKYfJ",0,0,0,упоминание в хорошем контексте
969,2016-09-30T14:06:20.000Z,Свердловская область,@midural,Власти Свердловской области и фонд «Подари жизнь» намерены реализовать проект по спасению тяжелобольных детей... http://bit.ly/2dfoPpT,0,0,0,новости о фонде
970,2016-09-26T12:24:08.000Z,Nikolay Kasimovskiy,@NikolayK88,"Фонд ""Подари жизнь"" выделит более 110 млн рублей на лечение детей в Свердловской области",0,0,0,новости о фонде
971,2016-09-26T07:45:40.000Z,Новости обо всём ,@newsaeru,"Фонд ""Подари жизнь"" выделит более 110 млн рублей на лечение детей в Свердловской области http://ow.ly/fvC9504QdoG",0,0,0,новости о фонде
972,2016-09-20T09:42:26.000Z,TVC News,@tvcplus,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение Леонтия Шкрабова. http://tvc.ru/news/show/id/101013…",0,0,0,просьба пожертвования
973,2016-09-20T09:40:03.000Z,Новости на Zoomby.ru,@Zoombyru_News,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на лечение Леонтия Шкрабова http://zoomby.ru/watch/fond-podari-zhizn-i-tv-centr-sobirayut-sredstva-na-lechenie-leontiya-shkrabova?utm_source=twitter&utm_medium=link…",0,0,0,просьба пожертвования
974,2016-09-14T13:05:36.000Z,نايف,@josephi66317064,"Кроме того, плачу 75 000 за каждый победный гол Павлюченко в счет фонда Подари Жизнь (Фонд Чулпан Хаматовой).",0,0,0,упоминание в хорошем контексте
975,2016-09-13T03:59:57.000Z,Людмила,@cukushka,"Ольхонский район, 13.09.16 (ИА «Телеинформ»), - Благотворительный фонд «Подари планете жизнь» закрыл регистрацию на участие в акции п...",0,0,0,новости о фонде
976,2016-09-11T18:00:02.000Z,СУПЕР40 МАКС,@xamzzz736,"Мне понравилось видео ""Фонд ""Подари Жизнь"" + The Long Dark (10/09/2016)"" (http://youtu.be/zRR3o0mUvmE?a)",0,0,0,новости о фонде
977,2016-08-27T10:34:58.000Z,ASI_News,@ASI_Russia,"Фонд ""Подари жизнь"" собирает игрушки для детей с онкологическими заболеваниями -  http://asi.org.ru/report/blagotvoritelnyj-fond-podari-zhizn-sobiraet-igrushki-dlya-detej-s-onkologicheskimi-zabolevaniyami/…",0,0,0,новости о фонде
978,2016-08-22T20:11:50.000Z,КоТаня,@KoTanya5,"Ты наверняка знаешь, что есть такой фонд ""Подари жизнь"", раз в год у них проходит акция, как флешмоб, люди собираются, пьют чай, просто",0,0,0,упоминание в хорошем контексте
979,2016-08-10T06:03:52.000Z,Polupricep,@polupricep177,"Подари Жизнь. Give Life. Детям сейчас - @podarizhizn Фонд ""Подари Жизнь""
Чулпан Хаматова… https://instagram.com/p/BI6t1U9D_fO/",0,0,0,упоминание в хорошем контексте
980,2016-07-31T23:00:28.000Z,Аргументы и факты,@aifonline,"Артем и Фирдус Ф. (республика Татарстан), ищут семью – АиФ и фонд «Подари одну жизнь»
http://aif.ru/society/changeonelife/artem_i_firdus_f_respublika_tatarstan_ishchut_semyu…",0,16,4,новости о фонде
981,2016-07-25T09:30:07.000Z,Новости на Zoomby.ru,@Zoombyru_News,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение Валеры Яворского http://zoomby.ru/watch/fond-podari-zhizn-i-tv-centr-sobirayut-sredstva-na-spasenie-valery-yavorskogo?utm_source=twitter&utm_medium=link…",0,0,0,просьба пожертвования
982,2016-07-25T09:25:12.000Z,ТВ Центр,@tvc_ru,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение Валеры Яворского http://ru.1001hls.com/r5099250",0,0,0,просьба пожертвования
983,2016-07-25T09:00:41.000Z,TVC News,@tvcplus,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение Валеры Яворского. http://tvc.ru/news/show/id/97152…",0,0,0,просьба пожертвования
984,2016-07-21T20:29:10.000Z,Alex Demin,@Alexey_V_Demin,"Полный альбом. За некоторыми исключениями.
Тут #WinnersGames от Фонд Подари жизнь и самые лучшие Doctor Clown и... http://fb.me/7UcemsFTP",0,0,0,новости о фонде
985,2016-07-21T04:43:25.000Z,Alexandr Yegorov,@gorkyagent,"23 июля — рабочая суббота в ГКБ №52 | Фонд ""Подари жизнь"" http://fb.me/2CGAh6905",0,0,0,новости о фонде
986,2016-07-11T13:18:16.000Z,omskportalru,@omskportalru,"Омская область присоединилась к акции «Подари мне жизнь!»: Фонд социально-культурных инициатив, возглавляемый... http://bit.ly/2a26s4e",0,0,0,новости о фонде
987,2016-07-05T08:44:31.000Z,tak-prosto.org,@good_cases,"Группа доноров крови ""Доноры-детям""  Фонд Подари жизнь приглашает безвозмездных доноров крови к участию в... http://fb.me/2wvtGh2fr",0,0,0,новости о фонде
988,2016-06-30T10:45:24.000Z,Сокольники и весь ВО,@SokolnikiVao,#аэропортвнуково #фондподарижизнь #благотворительность #Всемирныеигры / Международный аэропорт Внуково приветствуе.. http://vk.cc/5kLLnx,0,0,0,новости о фонде
989,2016-06-30T07:36:40.000Z,Афиша Видео,@afishavideo,Организует их фонд «Подари жизнь»,0,2,0,просьба пожертвования
990,2016-06-17T20:48:03.000Z,Alex Demin,@Alexey_V_Demin,Как обычно - перед началом VII Всемирные детские «Игры победителей» от Фонд Подари жизнь открываю на время свой... http://fb.me/3eAsKz1g1,0,0,0,новости о фонде
991,2016-06-15T15:18:09.000Z,Марина Князева ,@M8neEEe7oUfwPRz,"Им надо собирать как в фонд""Подари жизнь"",кто сколько даст,а деткам их зарплату отдать.Справедливо.",0,0,0,упоминание в хорошем контексте
992,2016-06-14T18:52:34.000Z,сашенька дубровский,@alexandr22839,"В тебе живёт маленькое существо. Оно не слышит,не видит,но уже безмерно любит тебя.
Фонд поддержки ленточных червей. Подари жизнь!",1,0,2,упоминание в хорошем контексте
993,2016-06-14T09:50:02.000Z,Новости на Zoomby.ru,@Zoombyru_News,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение двухлетней Зулай http://zoomby.ru/watch/fond-podari-zhizn-i-tv-centr-sobirayut-sredstva-na-spasenie-dvuhletnei-zulai?utm_source=twitter&utm_medium=link…",0,0,0,просьба пожертвования
994,2016-06-14T09:45:53.000Z,TVC News,@tvcplus,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение двухлетней Зулай. http://tvc.ru/news/show/id/94340…",0,4,2,просьба пожертвования
995,2016-06-01T20:00:49.000Z,Андрей Жиронкин,@dobryzuk,Фонд «Подари Жизнь» призвал игнорировать уличных сборщиков пожертвований http://fb.me/14vomGb4u,0,0,0,новости о фонде
996,2016-06-01T12:18:20.000Z,Daniel,@ZipZipHo,Фонд «Подари Жизнь» призвал игнорировать уличных сборщиков пожертвований http://takiedela.ru/news/2016/06/01/fond-podari-zhizn-prizval-ignorirova/…,0,0,0,новости о фонде
997,2016-06-01T12:17:44.000Z,Алешковский | Против войны!,@aleshru,Фонд «Подари Жизнь» призвал игнорировать уличных сборщиков пожертвований http://fb.me/66tSWghC7,1,7,3,новости о фонде
998,2016-06-01T12:13:11.000Z,Такие Дела,@takiedelaru,"Фонд «Подари Жизнь» в очередной раз напоминает — нельзя жертвовать сборщикам на улицах. 

http://r.takiedela.ru/jucE",0,9,1,новости о фонде
999,2016-06-01T09:13:46.000Z,«Бумага»,@paperpaper_ru,"Фонд «Подари жизнь» призвал не давать деньги уличным сборщикам пожертвований
http://paperpaper.ru/papernews/2016/06/01/pj/…",0,1,0,новости о фонде
1000,2016-05-31T21:42:49.000Z,Sergey Korolev,@Ar0visTM,"Благотворительный фонд ""Подари жизнь"" в рамках фестиваля проведет 7 июня вечер музыки и… http://goo.gl/fb/XPu12f",0,0,0,новости о фонде
1001,2016-05-31T21:22:51.000Z,СубКомментарий,@Subcomments,"В США начинается международный фестиваль искусств ""Вишневый сад"": Благотворительный фонд ""Подари жизнь"" в рамках фестиваля проведет 7 июня…",0,0,0,новости о фонде
1002,2016-05-26T13:12:24.000Z,.,@alex_soln,"Отправил денюшку в фонд ""подари жизнь"" я добряша",0,0,0,упоминание в хорошем контексте
1003,2016-05-25T18:05:01.000Z,alex myt,@alexmyt,"Полина Клинкович | Фонд ""Подари жизнь"" http://fb.me/4FuXE1aiI",0,0,0,новости о фонде
1004,2016-05-05T18:58:04.000Z,Тарас Костюк,@ukraineonlinev1,http://mychildvideo.ru/video/6polcmhntlA… Подари детям Жизнь. фильм третий. Аутизм. Фонд ДОМ #news #новости #видео,0,0,0,новости о фонде
1005,2016-05-05T05:10:15.000Z,DarkSud,@SudDark,"Хороший блог о кино и музыке, а тк же путешествиях: Помощь нужна каждому фонд ""Подари жизнь!"" http://wasiliti.blogspot.com/2015/11/blog-post_24.html?spref=tw…",0,0,0,новости о фонде
1006,2016-05-02T12:19:33.000Z,Михаил Калашников,@mkalashnikov88,"Благотворительный фонд ""Подари жизнь"" 
http://podari-zhizn.ru/main/",0,0,0,новости о фонде
1007,2016-04-28T10:31:08.000Z,ArtSocial,@artsocialclub,ArtSocial Foundation is happy to support the art therapy program of Podari Zhizn Charity Фонд Подари жизнь for... http://fb.me/8KNNKX4aR,0,0,0,новости о фонде
1008,2016-04-27T18:52:53.000Z,Navka - Ice Queen,@Navkastar,"Татьяна Навка. Всемирные детские ""Игры Победителей"". 2013 год. Фонд ""Подари жизнь"" под… https://instagram.com/p/BEtuXtaj6VV/",0,0,0,новости о фонде
1009,2016-04-27T04:17:21.000Z,Alexandr Yegorov,@gorkyagent,"Попить чаю с президентом | Фонд ""Подари жизнь"" http://fb.me/12e0KrKtI",0,0,0,новости о фонде
1010,2016-04-21T14:17:47.000Z,AZ Company,@az_company,Наша компания активно поддерживает благотворительный фонд проектом «Купи GP - Подари Жизнь!».,0,0,0,новости о фонде
1011,2016-04-21T13:10:34.000Z,Vitaly Novoselov,@VitalyNovoselov,"Член ""Общественной палаты"" Вероника Крашенинникова призвала фонд ""Подари жизнь"" ""не прикрываться детьми"". Просто... http://fb.me/2QNIJJCoP",0,1,0,политический твит
1012,2016-04-20T11:35:32.000Z,Иванова Эльвира,@Elvirchikiv,"@sberbank соберите деньги  ""Подари жизнь"",""Национальный благотворительный фонд"" и др. фонды помощи.",0,0,0,упоминание в хорошем контексте
1013,2016-04-20T05:37:27.000Z,Светлана Старкова,@starkovasvetlan,член Общес.палаты Вероника Крашенинникова призвала фонд «Подари жизнь» и др.благотворителей «не прикрываться детьми».http://vedomosti.ru/politics/articles/2016/04/19/638207-deputati-blagotvoritelei…,0,0,0,политический твит
1014,2016-04-19T10:28:04.000Z,bamr,@bamr69,"""....член Общественной палаты Вероника Крашенинникова призвала фонд «Подари жизнь» и других благотворителей «не прикрываться детьми»..",0,0,1,политический твит
1015,2016-04-19T08:20:37.000Z,Кононов,@nickolaykononov,Член Общественной палаты Вероника Крашенинникова призвала фонд «Подари жизнь» и других благотворителей «не прикрываться детьми».,0,1,1,политический твит
1016,2016-04-19T07:55:14.000Z,Svetlana Rumak,@SvetlanaRumak,...член Общественной палаты Вероника Крашенинникова призвала фонд «Подари жизнь» и других благотворителей «не... http://fb.me/6qW8W0v3B,0,0,0,новости о фонде
1017,2016-04-19T06:55:49.000Z,максим кононенко ,@kononenkome,"Тынц

***
член Общественной палаты Вероника Крашенинникова призвала фонд «Подари жизнь» и других благотворителей... http://fb.me/7e6OAnqZc",1,0,1,новости о фонде
1018,2016-04-19T05:13:32.000Z,Marina Litvinovich,@abstract2001,Член Общественной палаты Вероника Крашенинникова призвала фонд «Подари жизнь» и других благотворителей «не прикрываться детьми»,7,35,8,политический твит
1019,2016-04-11T10:26:33.000Z,ТВ Центр,@tvc_ru,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение Лизы Крупновой http://ru.1001hls.com/r4875673",0,0,0,просьба пожертвования
1020,2016-04-11T09:45:03.000Z,Новости на Zoomby.ru,@Zoombyru_News,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение Лизы Крупновой http://zoomby.ru/watch/fond-podari-zhizn-i-tv-centr-sobirayut-sredstva-na-spasenie-lizy-krupnovoi?utm_source=twitter&utm_medium=link…",0,0,0,просьба пожертвования
1021,2016-04-11T09:19:50.000Z,TVC News,@tvcplus,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение Лизы Крупновой. http://tvc.ru/news/show/id/90155…",0,0,0,просьба пожертвования
1022,2016-04-10T23:01:27.000Z,Andrew Kostygov,@kostigovladoga1,"Благотворительный фонд Подари Жизнь судится с тезкой-самозванцем! /  / Фонд «Подари жизнь», учрежденный актри.. http://vk.cc/51QBL9",0,0,0,новости о фонде
1023,2016-04-06T09:36:41.000Z,Общественная палата,@palata_rt,"Конкурс социальных промо ""Подари жизнь - стань донором"": Благотворительный фонд «АК БАРС СОЗИДАН... http://bit.ly/1oBhOBE #oprt #people",0,0,0,новости о фонде
1024,2016-04-06T06:36:39.000Z,Аптека Илан,@apteka_ilan,"В #РДКБ нужны #доноры всех групп крови!
http://ilanfarm.ru/news/show13805 #Подари_жизнь #фонд #кровь #аптека #дети #больница",0,0,1,просьба пожертвования
1025,2016-04-04T19:16:36.000Z,ovesti.ru,@ovestiru,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь» http://ovesti.ru/culture/14079-sostoitsya-sbor-sredstv-v-fond-podari-zhizn.html?utm_source=dlvr.it&utm_medium=twitter…,0,0,0,новости о фонде
1026,2016-04-04T18:59:09.000Z,Борис Исаев,@ZontUmbrella,"В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»: С середины апреля, в продолжении всей недели, в Москве…",0,0,0,новости о фонде
1027,2016-04-04T18:53:43.000Z,ovesti.ru,@ovestiru,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь» http://ovesti.ru/culture/14079-sostoitsya-sbor-sredstv-v-fond-podari-zhizn.html…,0,0,0,новости о фонде
1028,2016-04-02T01:44:27.000Z,Павел Кунцевич,@Otsay_Gistcon,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»,0,0,0,просьба пожертвования
1029,2016-04-02T00:04:08.000Z,SemeoN,@ekpersone,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»,0,0,0,просьба пожертвования
1030,2016-04-01T23:02:41.000Z,Марья Кожевина,@qavulolimo,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»,0,0,0,просьба пожертвования
1031,2016-04-01T23:02:07.000Z,Безликий Я,@karaClaba,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»,0,0,0,просьба пожертвования
1032,2016-04-01T22:27:03.000Z,Katy,@modniy_stilyaga,#мода В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь» #стиль,0,0,0,просьба пожертвования
1033,2016-04-01T19:57:59.000Z,Ямское Поле,@yampolgazeta,"В Институте красоты Art et beaute состоится сбор средств в фонд ""Подари жизнь"" https://vk.com/wall-87317969_1735…",0,0,0,новости о фонде
1034,2016-04-01T19:52:19.000Z,Разумовский вестник,@razumovskivestn,"В Институте красоты Art et beaute состоится сбор средств в фонд ""Подари жизнь"" https://vk.com/wall-87268658_1774…",0,0,1,новости о фонде
1035,2016-04-01T19:29:04.000Z,Елена Нагульнова,@BerniceCapodil1,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»,0,0,0,просьба пожертвования
1036,2016-04-01T19:29:04.000Z,Поль Монк,@JamieMayo19,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»,0,0,0,просьба пожертвования
1037,2016-04-01T15:25:10.000Z,MOS.NEWS,@MOSNEWS_MOSCOW,"В Институте красоты Art et beaute состоится сбор средств в фонд ""Подари жизнь"" http://mos.news/news/society/v_institute_krasoty_art_et_beaute_sostoitsya_sbor_sredstv_v_fond_podari_zhizn/…",0,0,0,новости о фонде
1038,2016-04-01T14:56:07.000Z,Данила Тиховский,@dtikhovskiy,"В Институте красоты Art et beaute состоится сбор средств в фонд ""Подари жизнь""",0,0,0,просьба пожертвования
1039,2016-04-01T14:53:20.000Z,Счастья Вам,@KhavaE,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»: На территории Института красот... http://bit.ly/1SFla15,0,0,0,новости о фонде
1040,2016-04-01T14:53:14.000Z,Алинка,@subbeach,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь» http://bit.ly/1SFla15,0,0,0,новости о фонде
1041,2016-04-01T14:53:08.000Z,Elena Shireeva,@alexbix6,#мода В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»,0,0,0,просьба пожертвования
1042,2016-04-01T14:18:42.000Z,Sumki,@Modnye_Sumki,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»,0,0,0,просьба пожертвования
1043,2016-04-01T14:15:05.000Z,Мария Аркова,@maria_arkowa,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»,0,0,0,просьба пожертвования
1044,2016-04-01T14:00:05.000Z,Западное Дегунино,@zapdeggaseta,"В Институте красоты Art et beaute состоится сбор средств в фонд ""Подари жизнь"" http://vk.cc/4Zrv8P",0,0,0,новости о фонде
1045,2016-04-01T13:57:45.000Z,Милослава Почтарук,@LadyPochtaruk,В Институте красоты Art et beaute состоится сбор средств в фонд «Подари жизнь»: На территории Института красоты Art et beaute пройдет…,0,0,0,новости о фонде
1046,2016-03-31T02:18:03.000Z,Larisa Izrguskina,@izgriskunina1,"http://megavideoonline.su/video/R3bZEMexArc… Фонд ""Подари жизнь"". Ольга Ломоносова",0,0,0,новости о фонде
1047,2016-03-31T02:12:14.000Z,Анатолий Бахтин,@Abakan5551,Фонд «Подари жизнь»: Врачи по-прежнему боятся выписывать обезболивающие из-за неадекватности УК: http://ln.is/www.rosbalt.ru/feder/WsDYR…,0,0,0,новости о фонде
1048,2016-03-28T15:57:15.000Z,александр,@stotskiy20011,"Мне понравилось видео ""ПОЖЕРТВОВАНИЕ ДЕНЕГ В ФОНД «ПОДАРИ ЖИЗНЬ»""",0,0,0,упоминание в хорошем контексте
1049,2016-03-27T15:48:51.000Z,Антоненко Иван,@kikboksing62,"Мне понравилось видео ""ПОЖЕРТВОВАНИЕ ДЕНЕГ В ФОНД «ПОДАРИ ЖИЗНЬ»""",0,0,0,упоминание в хорошем контексте
1050,2016-03-22T06:12:46.000Z,Ирина Сердюкова,@IraVelvetik,"Презентация на тему: ""Региональный Благотворительный фонд «Подари жизнь» СУРГУТ, ХМАО-ЮГРА."". http://myshared.ru/slide/742530/ с помощью @mysharedRU",0,0,1,новости о фонде
1051,2016-03-21T09:59:31.000Z,Лидия,@LipaYa2013,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение двухлетней Насти Матушкиной :: Новости :: ТВ Центр -  http://tvc.ru/news/show/id/88818…",0,0,0,просьба пожертвования
1052,2016-03-21T09:40:04.000Z,Новости на Zoomby.ru,@Zoombyru_News,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение двухлетней Насти Матушкиной http://zoomby.ru/watch/fond-podari-zhizn-i-tv-centr-sobirayut-sredstva-na-spasenie-dvuhletnei-nasti-matushkinoi?utm_source=twitter&utm_medium=link…",0,0,0,просьба пожертвования
1053,2016-03-21T09:26:22.000Z,ТВ Центр,@tvc_ru,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение двухлетней Насти Матушкиной http://ru.1001hls.com/r4815237",0,0,0,просьба пожертвования
1054,2016-03-21T08:53:49.000Z,TVC News,@tvcplus,"Фонд ""Подари жизнь"" и ""ТВ Центр"" собирают средства на спасение двухлетней Насти Матушкиной. http://tvc.ru/news/show/id/88818…",0,3,1,просьба пожертвования
1055,2016-03-09T09:20:14.000Z,miloserdie_ru,@miloserdie_ru,Фонд «Подари жизнь» откроет пансионат для тяжелобольных детей: Фонду «Подари жизнь» передано здание подмосковн... http://bit.ly/1UdxGGW,0,1,3,новости о фонде
1056,2016-03-04T07:54:42.000Z,Марина Юрьева,@MarinaYurieva,"Вчера фонд ""Подари жизнь""(5 канал ТВ) собрал на пересадку почки 3-летнему малышу вместо 1,2 млн аж 20 млн млн,остаток пойдут другим детям",1,6,2,упоминание в хорошем контексте
1057,2016-03-02T14:53:31.000Z,Василий Гусев,@VasiliyUkropov,Фонд «Подари жизнь» открыл регистрацию команд на VII «Игры победителей»: Всемирные детские «Игры победителей» — самые крупные спортивные…,0,0,0,новости о фонде
1058,2016-03-01T06:47:26.000Z,Elena Shifrina,@elena_shifrina,"Главная | Фонд ""Подари жизнь"" http://fb.me/wvOIvdBX",0,0,0,новости о фонде
