,date,author,twitter_name,text,number_of_reply,number_of_retweets,number_of_likes,text_lengh,negative
1374,2012-01-27,благотворит. фонд,@Save_the_life,должны помочь фонд подари жизнь,0,0,1,31,0
1375,2017-10-04,Meduza,@meduzaproject,задержан подозреваемый принесший коробку патронами фонд подари жизнь,2,3,12,68,0
1376,2012-11-23,Виталий Коваль,@v_koval,фонд подари жизнь получит участок детский хоспис фонд подари жизнь получит участок детский хоспис,0,0,0,97,0
1377,2012-01-14,News from Far East,@SAKHALIN_ONLINE,фонд подари жизнь торжественно открыл отделение лондоне благотворительный фонд сестринская ор,0,0,0,93,0
1378,2017-05-08,Катя Филимонова,@dbaEonbwk9TAYKt,никита убушаев год требуется лечение можете помочь подарижизнь,0,0,0,62,0
1379,2016-03-21,TVC News,@tvcplus,фонд подари жизнь тв центр собирают средства спасение двухлетней насти матушкин,0,3,1,79,0
1380,2016-04-27,Navka - Ice Queen,@Navkastar,татьяна навка всемирные детские игры победителей год фонд подари жизнь,0,0,0,70,0
1381,2015-05-05,Radio VAN - FM 103.1,@RadioVAN,фонд подари жизнь армения ереван,0,0,0,32,0
1382,2014-10-16,hotpies8,@hotpies8,фонд подари жизнь собирает деньги лечение семилетнего мальчика тяжёлой болезни пети поражён коста,0,0,0,97,0
1383,2018-12-09,ар2дэ2,@orangevyy,поёт зал фондподарижизнь бить,0,0,0,29,1
1384,2014-07-21,Светлана П. ,@xxx_svetlana,фонд подари жизнь билан пелагея голосый,1,1,0,39,0
1385,2017-11-15,Nikita Kulikov,@NikKulikov,прокомментировал газеты рбк инициативу фонд подари жизнь принимать пожертвования криптовалюта,0,0,0,93,0
1386,2017-05-08,Анна Малинина,@Fw8HJZkffjqntwM,артем нелепа лет требуется лечение можете помочь подарижизнь,0,0,0,60,0
1387,2020-01-23,Ледокол ЛЕНИН™,@LEDOKOL_LENIN,всё шо нахожу отправляю фонд подари жизнь сказано вернется сторицей представляете работать,0,0,0,90,0
1388,2017-10-03,harvey,@shagaliev97,фонд подари жизнь москве принесли пакет патронами снайперских винтовок возбуждено уголовное деть,0,0,0,96,0
1389,2017-11-14,Cryptobit.today,@CryptobitToday,российский фонд подари жизнь сможет принимать пожертвования криптовалюта,0,0,0,72,0
1390,2017-12-01,Olga_h2o,@Olga_H2O,евгенийхолмский безумно модном чаепитии галерее имиджвсе подарижизнь,0,0,0,68,0
1391,2015-06-26,hotpies8,@hotpies8,москве открылись всемирные детские игры победителей благотворительный фонд подари жизнь собрал столицый,0,0,0,103,0
1392,2010-12-02,В мире,@v_mire,фонд подари жизнь справка,0,0,0,25,0
1393,2020-02-18,Наталья Довгун,@natalyadovgun,подарижизнь,0,0,0,11,0
1394,2018-06-03,Год Экологии,@ecoyear2017,экологический фонд подари планете жизнь приглашает волонтёров эко патруль который проводиться совместно фгбу заповедное прибайкалье байкале этим летом регистрация,0,0,0,162,0
1395,2017-09-28,krasnok,@krasnoknews,суд обязал красноярский фонд подари жизнь,0,0,0,41,0
1396,2022-06-29,Дарси | Сахарок,@Sorry_I_Fell,антон димой которые приехали фонд подари жизнь просто,0,0,24,53,0
1397,2016-01-28,TISON LUCKNER,@tisonluckner1g,кроме плачу каждый победный гол павлюченко счет фонда подари жизнь фонд чулпан хаматовый,0,0,0,88,0
1398,2016-02-15,TVC News,@tvcplus,фонд подари жизнь тв центр собирают средства лечение летней юлдуз хангишиев,0,0,0,75,0
1399,2009-12-10,Анастасия,@BRUNETKA_RU,работы пойду банк пошлю деньги фонд подари жизнь пусть пользу ить,0,0,0,65,0
1400,2017-11-14,IT-PRICE,@it_pricecom,фонд подари жизнь принимать пожертвования биткоинах подарижизнь биткоин криптовалюта,0,0,0,84,0
1401,2019-03-01,ар2дэ2,@orangevyy,работа кипит волонтёры фондподарижизнь,0,0,0,38,0
1402,2018-06-08,Домашний очаг,@_goodhouse,фонд подари жизнь получил подарок автомобиль,0,0,0,44,0
1403,2016-02-15,ТВ Центр,@tvc_ru,фонд подари жизнь тв центр собирают средства лечение летней юлдуз хангишиев,0,0,0,75,0
1404,2017-03-27,ТВ Центр,@tvc_ru,фонд подари жизнь тв центр собирают средства лечение ромы соловов,0,0,0,65,0
1405,2021-05-17,C.I.,@CS_IFN,знаете фонд подари жизнь возможно известен вклад зарождение деятельность фонда всевозможные благотворительные концерты акции вполне известно,1,0,0,140,0
1406,2021-09-17,КП-Рязань,@kprzn,чулпан хаматова поблагодарила маму рязанца алеши кузнецова боровшегося раком часть денег собранных лечение мальчика оставшихся ухода жизни получил фонд подари жизнь,0,0,0,164,0
1407,2010-12-22,Горячие новости,@HotNovosti,киркоров расплатился избиение девушки рублей перечисленные артистом фонд подари жизнь согласна,0,0,0,94,0
1408,2019-06-16,Максим,@maks_totski,хаматова фонд подари жизнь позволяет сказать думаю киев русский город малороссия освободить,0,0,1,91,0
1409,2015-12-16,Antonio Stough,@AntonioStough,часть сборов проката россии маленького принца получит фонд подари жизнь,0,0,0,71,0
1410,2016-06-14,TVC News,@tvcplus,фонд подари жизнь тв центр собирают средства спасение двухлетней зулай,0,4,2,70,0
1411,2017-05-08,Светлана Белова,@0K7hbrcWzwNczj0,милана батманова года требуется лечение можете помочь подарижизнь,0,0,0,65,0
1412,2012-07-02,Помогаем Все вместе,@wsewmeste,фонд подари жизнь поправках закон некоммерческих организациях насколько станет трудный,0,0,0,86,0
1413,2018-05-06,Мария Ярославская,@muzyama,второй выпуск ежемесячного электронного коллективного сборника избранное можете скачать сайте издательства основная часть средств перечисляться благотворительный фонд подари жизнь подарижизнь,0,0,0,191,0
1414,2013-12-05,Дмитрий Фадеев,@dvfadee,донорская акция большой торт фонд подари жизнь отметил семилетие помощь,0,0,0,71,0
1415,2014-07-21, между нами ,(касатики),фонд подари жизнь билан пелагея голос прям мурашка,0,1,0,50,0
1416,2014-01-31,_O,@VaiZberg,фонд подари жизнь предупреждает действующих имени мошенниках одну название ссылки смутить,0,0,0,89,0
1417,2017-05-24,хю ка,@mukpo_kocmoc,фонд имени самих подари жизнь собрано около рублей поддержите наш проект,1,0,0,72,0
1418,2018-05-16,"ИЦ ""Еркрамас""",@Yerkramas,армянский фонд подари жизнь приостанавливает деятельность,0,0,0,57,0
1419,2015-04-20,KotoPost/3000#NoWar,@tarasovadina10,день донора крови фонд подари жизнь провел выездную акцию которой десятки россиян сдали кровь больных детый,0,0,0,107,0
1420,2012-10-25,Большие и Маленькие,@BiM_News,тверитян приглашают благотворительный концерт подари жизнь фонд добрых дел продолжает серию акций сб,0,0,0,100,0
1421,2015-06-10,Правмир,@Pravmir,премия переведена фонд подари жизнь,1,7,1,35,0
1422,2021-11-19,Горячий Ключ Официальный,@gorkl_official,ближайшие дни донора горячем ключе пройдут декабре гкновости горячийключ деньдонора подарижизнь,0,0,0,95,0
1423,2010-01-19,tech2304,@tech2304,новости шоу бизнес фонд подари жизнь компания января учас,0,0,0,57,0
1424,2013-08-04,За городом,@ribalych,фонд подари жизнь оплатил летнему донору костного мозга юле ковалевой дорогу челябинска проживание,0,0,0,98,0
1425,2019-02-23,Волонтеры Даниловцы,@danilovcydd,должен помнить волонтер фонд подари жизнь предлагаем ознакомиться кодексом добровольца известнейшей российской нко,0,0,0,114,0
1426,2016-10-25,Марцева Милана,@kp_milana,субботнике фонде подари жизнь субботник фондподарижизнь благотоворительность добро,0,0,0,82,0
1427,2013-07-05,Алешковский | Против войны!,@aleshru,первых трогай фонд подари жизнь,0,0,0,31,0
1428,2019-11-20,Жанна,@region_78,помощь пришли зрители пятого канала день перечислили благотворительный фонд подари жизнь рубля этих денег хватит лечение саши помощь другим подопечным фонда добру,0,0,0,162,0
1429,2017-05-08,Нурия Митина,@dvPRcqaNooUwA7q,варя сухорученко лет требуется лечение можете помочь подарижизнь,0,0,0,64,0
1430,2019-07-16,Лента.ру,@lentaruofficial,человек называющий пилой ликвидатором геев чечне угрожает екатеринбургскому центру лгбт аноним требует закрыть центр перечислить деньги организации фонд подари жизнь иначе пишет произойдет кое очень плохое печальный,9,14,19,215,0
1431,2010-12-23,Свежие Новости,@news4ru,киркоров перечислил фонд подари жизнь рублей мировому соглашению яблоков,0,0,0,72,0
1432,2014-10-20,miloserdie_ru,@miloserdie_ru,фонд подари жизнь отметит день рожденья безумным чаепитие,0,2,1,57,0
1433,2012-04-15,Фильм Про,@filmpronews,михаил горбачев пообещал выдвинуть дину корзун чулпан хаматову фонд подари жизнь соискание нобелевской премии мир,1,6,0,113,0
1434,2012-11-24,matkapital,@matkapital,фонд подари жизнь отмечает день рождение,0,0,0,40,0
1435,2019-02-25,ар2дэ2,@orangevyy,любимые девчонки фондподарижизнь,0,0,0,32,0
1436,2017-05-08,Тамара Орлова,@skk0iwv7oVoadh7,зухра хакимова года требуется лечение можете помочь подарижизнь,0,0,0,63,0
1437,2017-04-25,Людмила Иванова,@o6z6iv9hED3vQfy,фонд подари жизнь проводит флешмоб донорыдеть,0,0,0,45,0
1438,2019-02-28,ар2дэ2,@orangevyy,гая ксюша работает бесплатно бесплатно фотографирует волонтеры фондподарижизнь,0,0,0,78,0
1439,2015-09-06,Rustem Губайдуллин,@RustemTrue7,этим детям помог фонд подари жизнь,0,1,0,34,0
1440,2022-04-20,даня фокин ,@jaydensuwu,интервью услышал высказывание типа фонд фонд подари жизнь ждал лучшего времени стране лучших условий сохранены тысячи детей умерли типа вдохновить,1,0,0,146,0
1441,2017-05-08,Людмила Скоморохова,@IaqNXbciAPnRokY,никита кузнецов лет требуется лечение можете помочь подарижизнь,0,0,0,63,0
1442,2014-06-02,KirkorovPhilip74club,@Philip_fan74,филиппкиркоров наконцертев деньзащитыдетей фондподарижизнь фото,0,4,2,63,0
1443,2014-08-09,НТВ,@ntvru,фонд подари жизнь собирает млн рублей серьезную операцию маленькой рит,1,23,5,70,0
1444,2017-04-26,Александра Ким,@CvNQfaCOMr8xXXV,фонд подари жизнь проводит флешмоб донорыдеть,0,0,0,45,0
1445,2016-03-22,Ирина Сердюкова,@IraVelvetik,презентация тему региональный благотворительный фонд подари жизнь сургут хмао югра помощь,0,0,1,89,0
1446,2021-12-08,Афиша Daily,@afisha,тыс человек подписали петицию отмене законов иностранных агентах документ передали госдуму поддержали среди прочих благотворительный фонд подари жизнь проект журнал холод,0,1,11,170,0
1447,2012-11-27,rusnovosti,@rsn_ru,фонд подари жизнь предупреждает мошенничестве соцсеть,0,0,0,53,0
1448,2012-11-23,Владимира Авлампиевa,@Nonsujrrwiluv,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1449,2011-11-25,Dashka,@vnytri_dasha,прослушала две презинтации фонд подари жизнь фонд мама друзья цените жизнь будьте счастливый,0,0,0,92,0
1450,2016-11-26,Александр Колмыков,@colmykovsasha,благотворительный фонд подари жизнь отмечает летие поздравление,0,0,0,63,0
1451,2019-12-31,Михаил Горемыкин,@SBEISCHOOL1770,гбоушкола здание прошла благотворительная ярмарка которой приняли участие ребята класс множество различных поделок сделанных своими руками нашли отклик внимание участников ярмарки вырученные средства будут переданы фонд подари жизнь,0,0,0,232,0
1452,2018-11-26,МУЗ-ТВ,@muz_tv,новогодний подарок уникальный шанс побывать кулисами свого шоу москве декабря принять участие розыгрыше перейди сделай пожертвование средства будут направлены благотворительный фонд подари жизнь,0,1,2,194,0
1453,2017-10-03,Ведомости - Урал,@vedomosti_ural,возбуждено уголовное дело известный благотворительный фонд подари жизнь чулпан хаматовой дины корзун принесли коробки патрон,0,0,0,124,0
1454,2019-06-27,СПб ГБ № 40,@GB40SPb,подари жизнь акция которую ежегодно проводит фонд социально культурных инициатив руководством светланы медведевой основной информационный посыл акции медицинский нравственный этический вред абортов цель сокращение,0,0,0,213,0
1455,2017-08-23,Dr. Sujit K. Das,@Sudzhit,лучшее отдала сумму фонд подари жизнь,2,1,11,37,0
1456,2012-11-23,Ярик,@DolcveVita,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1457,2019-07-03,ар2дэ2,@orangevyy,игрыпобедителей игрыпобедителей подарижизнь идёт подготовка открытию игр делаю реквизит символизирующий зло куча волонтёров создаёт реквизит добрых сил сегодня печеньки светлой сторона,0,0,1,184,0
1458,2017-09-02,Станислав,@SPB_Stanislav,кидал ссылку фонд подари жизнь наберите нете читать,0,0,0,51,0
1459,2018-06-16,ZdravMedInfo,@ZdravMedInfo,фонд подари жизнь начал проект развития клиник регионах рф екатеринбурга новости медицин,0,3,0,88,0
1460,2015-10-20,Анна Лапицкая,@black_hills1862,пожалуйста рт фонд подари жизнь,0,1,0,31,0
1461,2019-03-12,нерозан,@nerozanv,неделю назад ко обратился человек раскрутке счета перечислил пропал реквезитов оставил обусловились сумме закончим раскрутил счет общем завтрашнего дня человек объявится высылаю сумму фонд подари жизнь,0,0,3,201,0
1462,2015-09-22,Helen,@helenbest7772,герои нашего времени чулпан хаматова фонд подари жизнь,0,0,1,54,0
1463,2016-09-30,Свердловская область,@midural,власти свердловской области фонд подари жизнь намерены реализовать проект спасению тяжелобольных детый,0,0,0,102,0
1464,2019-02-03,bts_lovely_soul,@bts_lovely_soul,сбор денег благотворительный фонд подари жизнь имени хосокий,0,0,0,60,0
1465,2016-01-23,Катерина Тарасова,@mamontovnovomi1,пятый канал фонд подари жизнь собирают средства спасение серёжи егоров,0,1,0,70,0
1466,2015-05-21,Пятый канал Новости,@5tv,пятый канал фонд подари жизнь собирают средства спасение вероники беленчиковой помочь смс,0,2,0,89,0
1467,2018-07-07,Gabriel,@PlatonRashev,почему никто связывает покупку огромными пожертвованиями фонд подари жизнь,0,0,0,74,0
1468,2012-04-15,MariNefig ,@mareena56,дмитрий муратов выдвигает дину корзун чулпан хаматову фонд подари жизнь нобелевскую премию мир,0,0,0,94,0
1469,2013-11-26,Рупор Солнцево,@solncewo,подари жизнь проводит донорскую акцию свой день рождения фонд подари жизнь отмечает свой день рождение,0,0,0,102,0
1470,2016-02-17,Все ТВ Красноярска,@AllTVKrsk,стс прима фонд подари жизнь обнаружил самозванца красноярск,0,0,0,59,0
1471,2011-06-14,Марина Безрученко,@threeton_ru,кэш энд керри фонд подари жизнь собрали рублейдля детского гематологического ца,0,0,0,79,0
1472,2019-02-28,ар2дэ2,@orangevyy,готовим сюрприз фондподарижизнь волонтёр,0,1,1,40,0
1473,2015-09-19,Kosova Tatiana,@TwitTatianaK,понравилось видео чулпан хаматова фонд подари жизнь ночь глядить,0,0,0,64,0
1474,2017-09-19,МИД России ,@MID_RF,сентября центр крови фмба россии благотворительный фонд подари жизнь провели день донора мид россия,1,7,15,99,0
1475,2019-06-20,Sergey Mitrofanov,@Ramitra08,благотворительный фонд подари жизнь каждый год организует выпускные вечера пациентов центра детской онкологии гематологии иммунологии имени дмитрия рогачёв,0,0,0,155,0
1476,2017-05-28,РогЕдинорога,@Unicorn_Tales,друзья максимальный перепост фонд подари жизнь проект арми лечение деток имя,0,0,0,76,0
1477,2019-12-11,Ольга Алимова,@AlimOlga,привет вызов прохожу прорыв дней сегодня нам дали задание собрать деньги благотворительность командой выбрали фонд чулпан хаматовой подари жизнь задачи фонда сбор средств лечение реабилитация,0,0,0,191,0
1478,2014-11-26,Александр,@CafeReceptor,поздравляем фонд подари жизнь днем рождения сегодня течение дня подда,0,0,0,69,0
1479,2017-05-08,Настя Сухова,@5RDTyjytCZxkdPq,никита кузнецов лет требуется лечение можете помочь подарижизнь,0,0,0,63,0
1480,2017-05-08,Яна Боброва,@MBjQAI8DDaBPTcH,илья молодкин года требуется лечение можете помочь подарижизнь,0,0,0,62,0
1481,2016-04-02,SemeoN,@ekpersone,институте красоты состоится сбор средств фонд подари жизнь,0,0,0,58,0
1482,2012-11-22,Roomio,@RoomioOrg,фонд подари жизнь получит властей москвы участок детский хоспис мэрия москвы предоставила благотворить,0,0,0,102,0
1483,2021-02-02,Администрация г.о. Подольск,@podolskadm,февраля волонтерское движение добромир совместно подольской станцией переливания крови проводит акцию подари жизнь проекту ради жизни донор подольск подарижизнь,0,0,14,160,0
1484,2016-05-31,СубКомментарий,@Subcomments,сша начинается международный фестиваль искусств вишневый сад благотворительный фонд подари жизнь рамках фестиваля проведет июнь,0,0,0,127,0
1485,2015-08-07,Серафима Фагурел,@SerafimaFagurel,справка получилось находилась рядом создавался фонд подари жизнь видела люди соскучились иным отношение,0,0,0,103,0
1486,2019-07-24,Дмитрий,@gorod1155,живу области могу привезти воскресенье курской бауманской любой символический перевод перевод фонд подари жизнь,2,0,1,111,0
1487,2012-01-14,Новости_Novosti,@ru_novosti,фонд подари жизнь торжественно открыл отделение лондоне благотворительный фонд,0,0,0,78,0
1488,2012-11-23,Григорий Рутковский,@gregorRu,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1489,2020-08-04,Sostav.ru,@sostav_news,те хочет помочь получили удобный простой инструмент регулярных переводов надежные организации говорят компании среди главных партнеров фонды подари жизнь вера дом маяком также фонд константина хабенского россия,0,0,0,210,0
1490,2013-10-08,Пятый канал Новости,@5tv,помочь просто смс фонд подари жизнь собирает деньги спасения амины золоев,0,1,0,73,0
1491,2017-05-08,Юлия Николаенко,@mpCOv4yC1s7co1s,артем нелепа лет требуется лечение можете помочь подарижизнь,0,0,0,60,0
1492,2012-11-23,Kiss Shop,@kissshop2,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1493,2014-02-18,Gleb Kotov,@Gleb_Kotov,срочно нужны доноры гранулоцитов группа крови фонд подари жизнь,0,0,0,63,0
1494,2014-12-26,AZ Company,@az_company,весь год активно поддерживали благотворительный фонд подари жизнь пора подводить итог,0,0,0,85,0
1495,2015-05-19,Cassandra Chessman,@wugezetagum,пятый канал фонд подари жизнь просят помочь спасти настю золкин,0,1,0,63,0
1496,2012-04-16,Газета Век,@wek_ru,фонд выдвинут премию мира основательниц благотворительного фонда подари жизнь чулпан хаматову дину корз,0,0,0,103,0
1497,2022-07-01,"Wishmaster© Vendetta, ",– ,дебиторская задолженность фонда подари жизнь известного фонд актрисы чулпан хаматовой год составила одного миллиарда рублей своем канале сообщает российский журналист эдвард чеснок,0,1,3,180,0
1498,2017-06-01,Uber Device,@ub3rtv,начался июнь означает донаты предыдущий месяц отправляются фонд подари жизнь,0,0,0,76,0
1499,2015-03-13,Genio Brazelton,@zyhorygacif,является участником помощи фонд подари жизнь уникальный проект купив раскрутку помогаете деть,0,0,0,93,0
1500,2019-09-20,Газета Время,@in_schelkovo,щёлкове пройдёт сбор игрушек детей онкозаболеваниями щелково балашиха подарижизнь,0,0,1,81,0
1501,2012-11-22,Любава Каржавина,@sejiergenr,фонд подари жизнь получит властей участок детский хоспис мэрия москвы предоставила благотворительный,0,0,0,100,0
1502,2017-11-12,Речной Ветер,@floy771,возьмиизприюта возьминепокупай заберименядомой подарижизнь будьчеловеком москва мо пёс вовка,0,0,0,92,0
1503,2012-02-18,Kamilla Efros,@Kamilla_Efros,фонд подари жизнь,1,0,0,17,0
1504,2012-11-23,Valera,@Made_in_crimea,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1505,2022-04-26,Новый ОblomoV,@BlomovV1,ранее хаматову заподозрили множила свой капитал прокручивая банковские счета пожертвованные фонд подари жизнь деньги вместо тратить средства назначению нужды больных детый,0,0,2,171,0
1506,2012-07-03,dirtyru,@dirtyru,выходит иностранным агентом считать фонд подари жизнь заявила эксперт общественной палаты н,0,0,0,91,0
1507,2017-05-08,Надежда Головина,@HRucqdxp7wconSd,арсений курочкин лет требуется лечение можете помочь подарижизнь,0,0,0,64,0
1508,2013-02-18,Алёнка,@Schatten_ka,фонд подари жизнь,0,0,0,17,0
1509,2017-10-04,BOSSMAN 05.11.17,@M61B,фонд подари жизнь принесли коробки патронами возбуждено уголовное помощь,0,0,0,72,0
1510,2019-03-29,Пятый канал Новости,@5tv,благодарим наших зрителей подписчиков которые приняли участие акции деньдобрыхдел дарьи дьяковской летней девочки рак лимфатической системы день фонд подари жизнь перечислено миллионов тысячи рублей лечение даш,1,10,23,210,0
1511,2017-12-15,Пятый канал Новости,@5tv,подводим итоги акции день добрых дел ани митниковой помощь пришли зрители пятого канала день перечислили фонд подари жизнь миллионов тысяч рубля спасибо деньдобрыхдел,1,2,1,166,0
1512,2015-06-04,Потапов,@uyoyimiyi,тв центр фонд подари жизнь собирают деньги лечение летнего алёша,0,0,0,64,0
1513,2011-12-16,Анжелика,@Lica__Angelica,хотим дети предметом любования восхищения предметом скорби фонд подари жизнь,0,0,0,76,0
1514,2018-12-11,Rus-speaking Babyz,@RusBabyzProject,открыли четвертый благотворительный проект благотворительный сбор страница отправки пожертвований фонд подари жизнь,0,2,5,115,0
1515,2019-09-25,ًdogey,@vntbrd,ребята благотворительный проект ко дню рождения исина пожертвования фонд подари жизнь,1,1,1,85,0
1516,2012-11-22,Ролек Сумачёв,@rolekae,фонд подари жизнь получит властей участок детский хоспис мэрия москвы предоставила благотворительный,0,0,0,100,0
1517,2012-11-23,Ольга,@Nolga112,фонд подари жизнь получит участок детский хоспис,0,0,0,48,0
1518,2012-11-22,Novosti,@Nov0sti,фонд подари жизнь получит властей участок детский хоспис мэрия москвы предоставила благотворительный,0,0,0,100,0
1519,2017-11-13,Anton , Merkurov,фонд подари жизнь начинает принимать биткоина,0,0,0,45,0
1520,2018-01-05,Хабар 24,@tvkhabar24,телеведущие хабара передали выигранные деньги фонд подари детям жизнь,0,0,0,69,0
1521,2010-11-25,ТВ Центр,@tvc_ru,благотворительный фонд подари жизнь отметил свое летие,0,0,0,54,0
1522,2012-03-08,Ефремов Олег,@olegvol,откроем фонд подари кирибати жизнь,0,0,0,34,0
1523,2022-07-04,ленаelena,@elena53166542,хаматовой денег море обокрал фонд подари жизнь начались проверки недостача миллиард сбежала сказать денега,2,0,1,106,0
1524,2011-10-20,Вишневый сад,@antikbook,фонд подари жизнь,0,0,0,17,0
1525,2017-08-30,Наталия,@natulethka,видимо фондом подарижизнь самое театром серебренников хаматов,1,1,2,61,0
1526,2015-08-06,Настя Солнышко,@nsun17,пятый канал фонд подари жизнь собирают деньги спасение ани никулиной трк петербург пятый канал,0,0,0,94,0
1527,2017-07-07,ТВР24,@tvr24_tv,движение подарижизнь провело акцию сбору крови сергиев посад сергиевпосад доноры службакрови видео,0,0,0,98,0
1528,2010-12-02,Life | Аудио,@rusnovosti,фонд подари жизнь незаконно ввезли лекарства россия,0,0,1,51,0
1529,2013-07-18,РИАН,@rian_ru,фонд подари жизнь призывает москвичей сдать кровь детей рак,0,0,0,59,0
1530,2017-10-23,Александр Васильев,@omega9222,задержан подозреваемый принесший коробку патронами фонд подари жизнь,0,0,0,68,0
1531,2015-12-31,Пятый канал Новости,@5tv,пятый канал фонд подари жизнь собирают деньги спасение годовалого даниила чеботаря деньдобрыхдел,0,3,0,96,0
1532,2013-11-14,Катечка Мурзали,@sevisanoas,кроме плачу каждый победный гол павлюченко счет фонда подари жизнь фонд чулпан хаматовый,0,0,0,88,0
1533,2015-08-14,Новости на Zoomby.ru,@Zoombyru_News,фонд подари жизнь тв центр собирают средства спасение трёхлетнего максима напалков,0,0,0,82,0
1534,2011-12-14,Андрей Петров,@Petron3,фонд подари жизнь объявил сбор подарков новому году фонд подари жизнь некоммерческая благотворительный,0,0,0,102,0
1535,2011-12-16,Alex Fox,@cunningmaster,фонд подари жизнь дети нуждаются вашей помощи могут ждать,0,0,0,57,0
1536,2016-03-01,Elena Shifrina,@elena_shifrina,главная фонд подари жизнь,0,0,0,25,0
1537,2017-10-01,*rest*𝕂𝕒𝕥𝕖𝔼𝕧𝕒𝕟𝕤,𝔞𝔠𝔱¹,персональная разработка дизайна футболки фонда подарижизнь готова фото будут позжий,0,0,0,83,0
1538,2018-02-16,Снег,@SnegTatar,директор фонда подари жизнь подняла проблему обеспечения лекарствами подопечных рт дело пока татарстанские дети находятся лечении москве фонд обеспечивает всем необходимым возвращения татарстан остаются лекарство,0,0,0,212,0
1539,2011-06-06,Вода Иверская,@Iverskaya,фонд подари жизнь компания аква дон открытии федерального научного центра детской гематологии онкологии иммунология,0,0,1,115,0
1540,2013-01-01,НенавижуЭтуВласть!,@Helengirl001,списку детей скорей курсе екатерина гордеева фонд подари жизнь,0,0,0,62,0
1541,2021-03-05,Дождь,@tvrain,обращение подписали фонды вера подари жизнь благотворительный фонд константина хабенского другие организация,16,14,206,108,0
1542,2013-03-18,Александр Смирнов,@A_E_Smirnoff,помочь фонд подари жизнь,0,0,0,24,0
1543,2017-01-28,VV_Melanchuk,@VV_Melanchuk,чайф ктотохитрыйибольшой фондподарижизнь фрагмент выпуск,0,0,1,56,0
1544,2013-04-17,ФК Локомотив Москва,@fclm_news,василий уткин плачу фонд подари жизнь тысяч рублей каждый победный гол павлюченко главный р,0,1,0,91,0
1545,2021-11-28,колес.,@vankoles,пост максима фонд подари жизнь видео девочке объясняет сделать фокус просто мое сердце,0,0,7,86,0
1546,2012-11-24,andromarn2799375,@andromarn,фонд подари жизнь отмечает день рождения день рождения отмечает благотворительный фонд подари жизнь традица,0,0,0,107,0
1547,2016-04-06,Аптека Илан,@apteka_ilan,рдкб нужны доноры групп крови подари жизнь фонд кровь аптека дети больница,0,0,1,74,0
1548,2018-04-28,Ирина Джиоева,@IrinaJioewa,апреля гбоу школа состоялась благотворительная акция общими усилиями собрано рублей передачи фонд подари жизнь ссылка источник,0,1,1,126,0
1549,2015-12-16,Лариса Бутко,@Larabuta,часть сборов проката россии маленького принца получит фонд подари жизнь,0,0,0,71,0
1550,2012-11-23,Инна,@deniinna,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1551,2016-06-01,Алешковский | Против войны!,@aleshru,фонд подари жизнь призвал игнорировать уличных сборщиков пожертвование,1,7,3,70,0
1552,2015-06-20,Андрей Костыгов,@kostigov901,стёпа хатунцев хорошая история фонд подари жизнь,0,0,0,48,0
1553,2017-02-11,ПроСевероуральск.ру Свежие новости Североуральска,@proseverouralsk,фонд подари жизнь проиграл суд защите названия благотворительный фонд помощи детям североуральск,0,0,0,96,0
1554,2018-01-04,Oля,@Lednikova_L,четверг продолжается акция день добрых дел пятыйканал деньдобрыхдел питер подарижизнь,0,0,0,85,0
1555,2019-07-23,вика?,@nehochuchtoby,ненавижу знаю честно часть денег отдам благотворительный фонд подари жизнь другую часть либо куплю квартиру родителям либо оплачу своё обучение,0,0,0,143,0
1556,2011-12-16,Alex Fox,@cunningmaster,окажи посильную помощь можешь спасти детскую жизнь позволь стать взрослой фонд подари жизнь,0,0,0,91,0
1557,2012-08-16,pravogolosa.net,@pravogolosanet,сайт отзывов фонд чулпан хаматовой подари жизнь прекрасный человек прекрасное дело помощь,0,0,0,89,0
1558,2012-11-23,mehmet kılınç,@genc0707,фонд подари жизнь получит властей участок детский хоспис,0,0,0,56,0
1559,2020-09-02,DMn1c,@DMn1c,подарижизнь,0,0,0,11,0
1560,2014-10-14,Гипермаркет ГЛАВМАГ,@Glawmag,рубль каждой упаковки бумаги перечисляется благотворительный фонд подари жизнь с,0,0,0,80,0
1561,2021-11-26,Первый канал Новости,@1tvru_news,лет назад состоялся благотворительный концерт которого начался фонд подари жизнь новости первый канал,1,1,16,101,0
1562,2019-03-01,ар2дэ2,@orangevyy,новый друг соня пятница видео посмотреть выступление сони дианы арбениной фондподарижизнь,0,0,8,89,0
1563,2012-05-09,ali _anvarbegov,@ali_anvarbegov,фонд подари жизнь убедительный,1,0,0,30,0
1564,2015-09-12,DEUTSCHLAND . ГЕРМАНИЯ И НЕМЦЫ,@DDeutschland,германия немцы немцы фонд подари жизнь маша журавлёва возраст,0,0,0,61,0
1565,2017-08-19,Elena Urbanovich,@UrbanPsyConsult,неботерапия подари человеку инвалидностью возможность первого шага новую жизнь фонд подари любовь,0,0,0,97,0
1566,2018-08-05,Игорь Лютенко,@pro_interactive,игры победителей фонд подари жизнь счастливый,0,0,0,45,0
